Age,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,YearsAtCompany,EmployeeCount,Over18,StandardHours,EmployeeNumber,StockOptionLevel,Attrition
29,Travel_Rarely,Research & Development,7,1,1,Female,1,Laboratory Technician,4,Divorced,2532,6,No,4,1,Y,80,912,3,No
44,Travel_Rarely,Research & Development,9,2,2,Male,1,Research Scientist,1,Married,2559,1,Yes,8,1,Y,80,913,0,No
28,Travel_Rarely,Sales,5,4,1,Male,2,Sales Executive,4,Single,4908,1,No,4,1,Y,80,916,0,No
58,Travel_Frequently,Research & Development,2,1,4,Male,1,Laboratory Technician,4,Divorced,2380,9,Yes,1,1,Y,80,918,1,Yes
43,Travel_Rarely,Research & Development,8,3,1,Female,2,Manufacturing Director,2,Divorced,4765,4,No,1,1,Y,80,920,1,No
20,Travel_Rarely,Sales,2,3,3,Female,1,Sales Representative,3,Single,2044,1,No,2,1,Y,80,922,0,Yes
21,Travel_Rarely,Research & Development,18,1,4,Female,1,Research Scientist,4,Single,2693,1,No,1,1,Y,80,923,0,Yes
36,Travel_Rarely,Research & Development,14,1,3,Male,2,Healthcare Representative,4,Married,6586,0,Yes,16,1,Y,80,924,1,No
47,Travel_Rarely,Sales,2,4,4,Female,1,Sales Representative,4,Single,3294,1,Yes,3,1,Y,80,925,0,No
22,Travel_Rarely,Research & Development,3,1,2,Female,2,Manufacturing Director,3,Married,4171,0,Yes,3,1,Y,80,926,1,Yes
41,Travel_Rarely,Research & Development,2,4,2,Female,1,Laboratory Technician,4,Divorced,2778,4,Yes,7,1,Y,80,927,1,Yes
28,Travel_Rarely,Research & Development,9,3,3,Female,1,Research Scientist,3,Divorced,2377,5,No,2,1,Y,80,930,1,No
39,Travel_Rarely,Research & Development,6,3,4,Male,1,Laboratory Technician,1,Married,2404,7,Yes,2,1,Y,80,932,0,Yes
27,Travel_Rarely,Research & Development,4,3,2,Female,1,Research Scientist,3,Single,2318,1,No,1,1,Y,80,933,0,No
34,Travel_Rarely,Research & Development,10,3,2,Male,1,Laboratory Technician,2,Divorced,2008,1,No,1,1,Y,80,934,2,No
42,Travel_Rarely,Sales,14,2,3,Female,2,Sales Executive,3,Single,6244,7,No,5,1,Y,80,936,0,No
33,Travel_Rarely,Research & Development,1,4,3,Male,1,Research Scientist,1,Single,2799,3,Yes,3,1,Y,80,939,0,No
58,Travel_Rarely,Research & Development,5,3,3,Female,3,Healthcare Representative,2,Divorced,10552,2,Yes,6,1,Y,80,940,1,No
31,Travel_Rarely,Sales,7,4,2,Male,1,Sales Representative,3,Married,2329,3,No,7,1,Y,80,941,0,No
35,Travel_Rarely,Research & Development,21,1,4,Female,2,Healthcare Representative,4,Married,4014,1,Yes,10,1,Y,80,942,1,No
49,Travel_Rarely,Research & Development,8,2,1,Female,3,Laboratory Technician,2,Married,7403,4,No,26,1,Y,80,944,1,No
48,Travel_Rarely,Research & Development,20,4,4,Male,1,Research Scientist,3,Married,2259,4,No,0,1,Y,80,945,2,No
31,Non-Travel,Sales,20,2,4,Female,2,Sales Executive,3,Married,6932,1,No,9,1,Y,80,947,1,No
36,Travel_Rarely,Research & Development,7,4,2,Male,1,Research Scientist,4,Single,4678,2,No,6,1,Y,80,949,0,No
38,Travel_Rarely,Research & Development,1,3,4,Female,3,Research Director,1,Married,13582,1,No,15,1,Y,80,950,1,No
32,Non-Travel,Research & Development,1,3,3,Female,1,Laboratory Technician,2,Married,2332,6,No,3,1,Y,80,951,0,No
25,Travel_Rarely,Sales,19,2,3,Male,1,Sales Representative,2,Married,2413,1,Yes,1,1,Y,80,952,3,Yes
40,Travel_Rarely,Sales,10,4,1,Male,3,Sales Executive,2,Divorced,9705,2,No,1,1,Y,80,954,1,No
26,Travel_Frequently,Sales,1,3,3,Male,2,Sales Executive,1,Single,4294,1,No,7,1,Y,80,956,0,No
41,Travel_Rarely,Research & Development,6,3,4,Male,1,Laboratory Technician,1,Single,4721,2,Yes,18,1,Y,80,957,0,No
36,Travel_Rarely,Research & Development,2,4,3,Male,1,Laboratory Technician,3,Single,2519,4,No,11,1,Y,80,958,0,No
19,Travel_Rarely,Sales,21,3,4,Male,1,Sales Representative,2,Single,2121,1,Yes,1,1,Y,80,959,0,Yes
20,Travel_Rarely,Research & Development,4,3,1,Male,1,Laboratory Technician,1,Single,2973,1,No,1,1,Y,80,960,0,Yes
31,Travel_Rarely,Research & Development,12,3,4,Female,2,Healthcare Representative,4,Married,5855,0,Yes,9,1,Y,80,961,2,No
40,Travel_Frequently,Research & Development,9,4,4,Male,1,Research Scientist,2,Divorced,3617,8,Yes,1,1,Y,80,964,1,No
32,Travel_Rarely,Research & Development,3,4,3,Female,2,Manufacturing Director,1,Married,6725,1,No,8,1,Y,80,966,1,No
36,Travel_Rarely,Sales,3,1,3,Male,3,Sales Executive,4,Married,10325,1,Yes,16,1,Y,80,967,1,Yes
33,Travel_Rarely,Research & Development,1,3,2,Female,2,Healthcare Representative,4,Single,6949,0,No,5,1,Y,80,969,0,No
37,Travel_Rarely,Sales,1,4,1,Male,3,Sales Executive,3,Married,10609,5,No,14,1,Y,80,970,0,Yes
45,Non-Travel,Research & Development,4,2,3,Male,2,Laboratory Technician,2,Married,4447,1,No,9,1,Y,80,972,0,No
29,Travel_Frequently,Sales,20,3,3,Female,1,Sales Representative,4,Married,2157,1,No,3,1,Y,80,974,1,No
35,Travel_Rarely,Sales,18,3,3,Female,2,Sales Executive,3,Married,4601,1,No,5,1,Y,80,975,0,No
52,Travel_Rarely,Research & Development,1,2,4,Male,4,Manager,4,Married,17099,2,No,9,1,Y,80,976,1,No
58,Travel_Rarely,Research & Development,2,3,4,Male,1,Research Scientist,3,Single,2479,4,No,1,1,Y,80,977,0,Yes
53,Travel_Rarely,Sales,2,2,3,Male,4,Manager,3,Divorced,14852,6,No,17,1,Y,80,981,1,No
30,Travel_Rarely,Sales,8,2,3,Male,3,Sales Executive,3,Divorced,7264,5,No,8,1,Y,80,982,1,No
38,Non-Travel,Sales,10,3,3,Female,2,Sales Executive,4,Single,5666,1,Yes,5,1,Y,80,983,0,No
35,Travel_Rarely,Sales,3,4,4,Male,3,Sales Executive,4,Divorced,7823,6,No,10,1,Y,80,984,1,No
39,Travel_Rarely,Sales,2,5,1,Male,3,Sales Executive,3,Single,7880,0,No,8,1,Y,80,985,0,No
40,Non-Travel,Sales,24,3,2,Female,4,Sales Executive,2,Single,13194,4,Yes,1,1,Y,80,986,0,Yes
47,Travel_Frequently,Research & Development,16,4,3,Male,2,Manufacturing Director,3,Divorced,5067,1,Yes,19,1,Y,80,987,0,No
36,Non-Travel,Sales,8,4,1,Male,2,Sales Executive,4,Divorced,5079,4,No,7,1,Y,80,990,2,No
31,Non-Travel,Research & Development,9,2,3,Male,1,Research Scientist,1,Single,2321,0,Yes,3,1,Y,80,991,0,Yes
33,Non-Travel,Sales,17,3,4,Male,4,Manager,3,Single,17444,1,No,10,1,Y,80,992,0,No
29,Travel_Rarely,Research & Development,10,3,4,Female,1,Research Scientist,1,Single,2404,6,Yes,0,1,Y,80,994,0,Yes
33,Travel_Rarely,Research & Development,13,1,2,Female,1,Research Scientist,4,Single,3452,3,No,3,1,Y,80,995,0,No
45,Travel_Rarely,Research & Development,1,4,4,Female,1,Laboratory Technician,4,Divorced,2270,3,No,5,1,Y,80,996,2,No
50,Travel_Rarely,Research & Development,1,2,4,Male,4,Research Director,4,Divorced,17399,9,No,5,1,Y,80,997,1,No
33,Travel_Frequently,Research & Development,1,4,3,Female,2,Healthcare Representative,2,Married,5488,1,Yes,6,1,Y,80,998,1,No
41,Travel_Frequently,Research & Development,9,3,1,Male,5,Research Director,3,Divorced,19419,2,No,18,1,Y,80,999,1,No
27,Travel_Rarely,Research & Development,16,4,3,Female,1,Laboratory Technician,2,Married,2811,9,No,2,1,Y,80,1001,1,No
45,Non-Travel,Research & Development,23,2,4,Male,2,Laboratory Technician,1,Married,3633,1,Yes,9,1,Y,80,1002,1,No
47,Travel_Rarely,Sales,4,2,4,Female,2,Sales Executive,4,Single,4163,1,Yes,9,1,Y,80,1003,0,No
30,Travel_Rarely,Research & Development,22,3,1,Female,1,Research Scientist,3,Married,2132,4,Yes,5,1,Y,80,1004,0,Yes
50,Travel_Rarely,Research & Development,24,3,4,Male,4,Manufacturing Director,3,Married,13973,3,Yes,12,1,Y,80,1005,1,No
38,Travel_Frequently,Research & Development,10,1,3,Male,1,Research Scientist,3,Married,2684,0,No,2,1,Y,80,1006,1,No
46,Travel_Rarely,Research & Development,7,2,4,Male,3,Manufacturing Director,3,Divorced,10845,6,No,8,1,Y,80,1007,1,No
24,Travel_Rarely,Research & Development,17,1,4,Female,2,Manufacturing Director,3,Divorced,4377,1,No,4,1,Y,80,1009,2,No
35,Travel_Rarely,Research & Development,14,4,3,Male,1,Laboratory Technician,2,Divorced,3743,1,Yes,4,1,Y,80,1010,1,Yes
31,Travel_Frequently,Research & Development,1,1,3,Female,2,Manufacturing Director,1,Married,4148,1,No,4,1,Y,80,1011,1,No
18,Non-Travel,Research & Development,5,2,2,Male,1,Research Scientist,4,Single,1051,1,No,0,1,Y,80,1012,0,No
54,Travel_Rarely,Research & Development,17,3,3,Female,3,Manufacturing Director,3,Married,10739,8,No,10,1,Y,80,1013,1,No
35,Travel_Rarely,Research & Development,25,4,3,Female,3,Healthcare Representative,3,Divorced,10388,1,Yes,16,1,Y,80,1014,1,No
30,Travel_Rarely,Research & Development,8,2,2,Female,3,Research Director,1,Married,11416,0,Yes,8,1,Y,80,1015,3,No
20,Travel_Rarely,Research & Development,11,3,4,Female,1,Research Scientist,1,Single,2600,1,Yes,1,1,Y,80,1016,0,Yes
30,Travel_Frequently,Research & Development,5,3,2,Female,1,Laboratory Technician,2,Single,2422,0,No,3,1,Y,80,1017,0,Yes
26,Travel_Rarely,Research & Development,2,2,4,Male,2,Manufacturing Director,4,Married,5472,1,No,8,1,Y,80,1018,0,No
22,Travel_Rarely,Research & Development,8,1,2,Male,1,Laboratory Technician,1,Married,2451,1,No,4,1,Y,80,1019,1,No
48,Travel_Rarely,Research & Development,6,3,1,Male,2,Healthcare Representative,3,Single,4240,2,No,2,1,Y,80,1022,0,No
48,Travel_Rarely,Research & Development,4,4,3,Male,3,Healthcare Representative,3,Single,10999,7,No,15,1,Y,80,1024,0,No
41,Travel_Rarely,Research & Development,7,2,4,Female,2,Manufacturing Director,3,Single,5003,6,No,2,1,Y,80,1025,0,No
39,Travel_Rarely,Research & Development,1,1,4,Female,4,Manufacturing Director,4,Married,12742,1,No,21,1,Y,80,1026,1,No
27,Travel_Rarely,Research & Development,2,4,1,Female,2,Manufacturing Director,4,Married,4227,0,No,3,1,Y,80,1027,1,No
35,Travel_Rarely,Research & Development,10,3,2,Male,1,Laboratory Technician,4,Divorced,3917,1,No,3,1,Y,80,1028,1,No
42,Travel_Rarely,Sales,5,2,4,Male,5,Manager,3,Married,18303,6,No,1,1,Y,80,1029,0,No
50,Travel_Rarely,Research & Development,9,3,1,Male,1,Laboratory Technician,4,Married,2380,4,No,1,1,Y,80,1030,0,No
59,Travel_Rarely,Research & Development,2,3,3,Female,4,Manufacturing Director,4,Single,13726,3,Yes,5,1,Y,80,1032,0,No
37,Travel_Rarely,Research & Development,11,2,1,Female,2,Healthcare Representative,2,Married,4777,5,No,1,1,Y,80,1033,0,Yes
55,Travel_Frequently,Research & Development,18,4,3,Male,2,Healthcare Representative,2,Married,6385,3,Yes,8,1,Y,80,1034,2,No
41,Non-Travel,Research & Development,7,1,2,Female,5,Research Director,3,Divorced,19973,1,No,21,1,Y,80,1035,2,No
38,Travel_Rarely,Sales,3,4,2,Male,2,Sales Executive,4,Single,6861,8,Yes,1,1,Y,80,1036,0,No
26,Non-Travel,Sales,29,2,2,Male,2,Sales Executive,1,Single,4969,8,No,2,1,Y,80,1037,0,Yes
52,Travel_Rarely,Sales,2,1,1,Female,5,Manager,4,Married,19845,1,No,32,1,Y,80,1038,1,Yes
44,Travel_Rarely,Sales,28,3,4,Female,4,Sales Executive,4,Married,13320,3,Yes,12,1,Y,80,1039,1,No
50,Non-Travel,Sales,1,3,4,Female,2,Sales Executive,3,Married,6347,0,No,18,1,Y,80,1040,1,No
36,Travel_Rarely,Research & Development,16,4,3,Female,1,Laboratory Technician,1,Single,2743,1,No,17,1,Y,80,1042,0,Yes
39,Travel_Frequently,Research & Development,22,3,4,Female,3,Manufacturing Director,1,Single,10880,1,Yes,21,1,Y,80,1043,0,No
33,Non-Travel,Sales,8,1,2,Female,1,Sales Representative,4,Single,2342,0,No,2,1,Y,80,1044,0,No
45,Travel_Rarely,Sales,11,2,4,Female,4,Manager,4,Married,17650,3,No,9,1,Y,80,1045,1,No
32,Non-Travel,Research & Development,29,4,4,Female,1,Laboratory Technician,3,Single,4025,9,No,8,1,Y,80,1046,0,No
34,Travel_Rarely,Sales,1,4,2,Male,2,Sales Executive,4,Divorced,9725,0,No,15,1,Y,80,1047,1,No
59,Travel_Rarely,Sales,1,2,2,Male,3,Manager,4,Married,11904,3,Yes,6,1,Y,80,1048,1,No
45,Travel_Rarely,Human Resources,24,4,2,Male,1,Human Resources,2,Single,2177,1,No,6,1,Y,80,1049,0,No
53,Travel_Frequently,Sales,2,3,3,Female,3,Sales Executive,2,Married,7525,2,No,15,1,Y,80,1050,1,No
36,Travel_Rarely,Research & Development,15,3,1,Male,2,Laboratory Technician,3,Divorced,4834,7,No,1,1,Y,80,1052,1,Yes
26,Travel_Frequently,Research & Development,2,3,1,Male,1,Research Scientist,1,Married,2042,6,Yes,3,1,Y,80,1053,1,Yes
34,Travel_Rarely,Sales,10,4,3,Female,1,Sales Representative,3,Married,2220,1,Yes,1,1,Y,80,1055,1,No
28,Travel_Rarely,Sales,10,1,4,Male,1,Sales Representative,2,Married,1052,1,No,1,1,Y,80,1056,0,No
38,Travel_Frequently,Research & Development,3,4,3,Male,1,Research Scientist,3,Married,2821,3,No,2,1,Y,80,1060,1,No
50,Travel_Rarely,Research & Development,2,4,2,Male,5,Research Director,3,Married,19237,2,Yes,8,1,Y,80,1061,1,No
37,Travel_Rarely,Research & Development,3,3,4,Female,2,Healthcare Representative,2,Single,4107,3,No,4,1,Y,80,1062,0,No
40,Travel_Rarely,Sales,26,3,3,Male,2,Sales Executive,1,Married,8396,1,No,7,1,Y,80,1066,1,No
26,Travel_Frequently,Research & Development,1,1,1,Female,1,Research Scientist,3,Divorced,2007,1,No,5,1,Y,80,1068,2,No
46,Travel_Rarely,Research & Development,1,4,4,Male,5,Research Director,4,Divorced,19627,9,No,2,1,Y,80,1069,2,No
54,Travel_Rarely,Sales,2,4,3,Female,3,Sales Executive,3,Married,10686,6,No,9,1,Y,80,1070,1,No
56,Travel_Frequently,Research & Development,9,3,1,Female,1,Research Scientist,3,Married,2942,2,No,5,1,Y,80,1071,1,No
36,Travel_Rarely,Research & Development,12,5,4,Female,3,Manufacturing Director,4,Single,8858,0,No,14,1,Y,80,1073,0,No
55,Non-Travel,Research & Development,2,1,3,Male,4,Manager,1,Single,16756,7,No,9,1,Y,80,1074,0,No
43,Travel_Rarely,Sales,25,3,3,Male,3,Sales Executive,4,Divorced,10798,5,No,1,1,Y,80,1076,1,No
20,Travel_Frequently,Sales,9,3,4,Female,1,Sales Representative,4,Single,2323,1,Yes,2,1,Y,80,1077,0,Yes
21,Travel_Rarely,Research & Development,10,3,3,Female,1,Laboratory Technician,1,Single,1416,1,No,1,1,Y,80,1079,0,Yes
46,Travel_Rarely,Research & Development,8,4,4,Female,2,Research Scientist,1,Divorced,4615,8,Yes,16,1,Y,80,1080,3,No
51,Travel_Rarely,Research & Development,4,4,1,Male,1,Research Scientist,3,Married,2461,9,Yes,10,1,Y,80,1081,3,Yes
28,Non-Travel,Research & Development,24,2,2,Male,3,Healthcare Representative,1,Single,8722,1,No,10,1,Y,80,1082,0,Yes
26,Travel_Rarely,Research & Development,1,2,1,Male,1,Laboratory Technician,1,Married,3955,1,No,5,1,Y,80,1083,2,No
30,Travel_Rarely,Research & Development,20,3,3,Male,2,Manufacturing Director,1,Married,9957,0,No,6,1,Y,80,1084,1,No
41,Travel_Rarely,Research & Development,7,2,2,Female,1,Research Scientist,3,Married,3376,1,No,10,1,Y,80,1085,0,No
38,Travel_Rarely,Research & Development,17,1,3,Female,3,Healthcare Representative,3,Married,8823,0,No,19,1,Y,80,1088,1,No
40,Travel_Rarely,Research & Development,20,4,1,Male,3,Healthcare Representative,4,Married,10322,4,No,11,1,Y,80,1092,1,No
27,Non-Travel,Research & Development,8,5,1,Male,1,Laboratory Technician,3,Married,4621,1,No,3,1,Y,80,1094,3,No
55,Travel_Frequently,Research & Development,2,1,4,Male,3,Manufacturing Director,2,Married,10976,3,No,3,1,Y,80,1096,1,No
28,Travel_Rarely,Research & Development,10,3,3,Female,2,Research Scientist,3,Single,3660,3,No,8,1,Y,80,1097,0,No
44,Travel_Rarely,Human Resources,1,2,2,Male,3,Human Resources,1,Married,10482,9,No,20,1,Y,80,1098,1,Yes
33,Travel_Rarely,Research & Development,5,3,4,Male,3,Healthcare Representative,4,Divorced,7119,4,No,3,1,Y,80,1099,1,No
35,Travel_Rarely,Sales,4,3,4,Male,3,Sales Executive,1,Single,9582,0,Yes,8,1,Y,80,1100,0,Yes
33,Travel_Frequently,Research & Development,29,4,1,Female,2,Research Scientist,3,Single,4508,1,No,13,1,Y,80,1101,0,Yes
28,Travel_Rarely,Research & Development,15,2,1,Male,1,Laboratory Technician,3,Divorced,2207,1,No,4,1,Y,80,1102,1,No
34,Travel_Frequently,Research & Development,3,1,1,Male,2,Healthcare Representative,4,Single,7756,0,No,6,1,Y,80,1103,0,No
37,Travel_Rarely,Sales,10,4,4,Female,2,Sales Executive,4,Divorced,6694,2,Yes,1,1,Y,80,1105,3,No
25,Travel_Rarely,Research & Development,4,1,4,Male,1,Laboratory Technician,4,Married,3691,1,Yes,7,1,Y,80,1106,1,Yes
26,Travel_Rarely,Research & Development,21,3,1,Male,1,Laboratory Technician,3,Divorced,2377,1,No,1,1,Y,80,1107,1,Yes
33,Travel_Rarely,Research & Development,25,3,1,Male,1,Research Scientist,2,Single,2313,4,Yes,2,1,Y,80,1108,0,Yes
42,Travel_Rarely,Research & Development,2,2,4,Male,4,Manager,1,Married,17665,0,No,22,1,Y,80,1109,1,No
28,Travel_Frequently,Research & Development,1,3,1,Male,1,Laboratory Technician,2,Divorced,2596,1,No,1,1,Y,80,1111,2,Yes
50,Travel_Frequently,Sales,1,4,4,Male,2,Sales Executive,3,Single,4728,3,Yes,0,1,Y,80,1113,0,Yes
33,Travel_Frequently,Sales,7,3,4,Female,2,Sales Executive,2,Married,4302,0,No,3,1,Y,80,1114,1,No
34,Non-Travel,Research & Development,3,4,3,Male,1,Research Scientist,4,Married,2979,3,No,0,1,Y,80,1115,3,No
48,Non-Travel,Research & Development,1,4,1,Male,4,Manager,4,Single,16885,2,No,5,1,Y,80,1116,0,No
45,Non-Travel,Sales,9,4,2,Female,2,Sales Executive,3,Married,5593,1,No,15,1,Y,80,1117,1,No
52,Travel_Rarely,Research & Development,7,4,2,Male,3,Healthcare Representative,2,Single,10445,7,No,8,1,Y,80,1118,0,No
38,Travel_Rarely,Sales,10,4,3,Male,3,Sales Executive,3,Divorced,8740,0,Yes,8,1,Y,80,1119,2,No
29,Travel_Rarely,Research & Development,28,4,3,Female,1,Research Scientist,4,Divorced,2514,4,No,7,1,Y,80,1120,1,No
28,Travel_Rarely,Research & Development,3,3,4,Female,3,Manufacturing Director,2,Divorced,7655,0,No,9,1,Y,80,1121,3,No
46,Travel_Rarely,Sales,3,1,1,Male,4,Manager,3,Married,17465,3,No,12,1,Y,80,1124,1,No
38,Travel_Rarely,Sales,2,2,4,Male,3,Sales Executive,2,Single,7351,7,No,1,1,Y,80,1125,0,No
43,Travel_Frequently,Research & Development,27,3,3,Female,3,Manufacturing Director,1,Married,10820,8,No,8,1,Y,80,1126,1,No
39,Travel_Frequently,Research & Development,2,3,1,Male,4,Healthcare Representative,4,Divorced,12169,7,No,18,1,Y,80,1127,3,Yes
40,Travel_Rarely,Research & Development,14,3,3,Male,5,Research Director,3,Single,19626,1,No,20,1,Y,80,1128,0,No
21,Travel_Rarely,Research & Development,1,1,4,Female,1,Research Scientist,2,Single,2070,1,Yes,2,1,Y,80,1131,0,No
39,Non-Travel,Research & Development,9,3,3,Male,2,Laboratory Technician,2,Single,6782,9,No,5,1,Y,80,1132,0,No
36,Non-Travel,Research & Development,18,4,1,Male,2,Manufacturing Director,4,Single,7779,2,No,11,1,Y,80,1133,0,No
31,Travel_Frequently,Sales,20,3,3,Male,1,Sales Representative,4,Married,2791,0,No,2,1,Y,80,1135,1,No
28,Travel_Rarely,Research & Development,2,1,1,Male,1,Research Scientist,2,Married,3201,0,No,5,1,Y,80,1136,0,No
35,Travel_Frequently,Sales,11,2,4,Male,2,Sales Executive,4,Divorced,4968,1,No,5,1,Y,80,1137,1,No
49,Travel_Rarely,Sales,8,4,4,Male,4,Sales Executive,2,Married,13120,6,No,9,1,Y,80,1138,1,No
34,Travel_Frequently,Research & Development,2,2,4,Male,2,Manufacturing Director,3,Single,4033,2,No,3,1,Y,80,1140,0,No
29,Travel_Frequently,Research & Development,10,3,4,Female,1,Research Scientist,2,Divorced,3291,0,No,7,1,Y,80,1143,2,No
42,Travel_Rarely,Research & Development,29,3,2,Male,2,Laboratory Technician,4,Single,4272,4,No,1,1,Y,80,1148,0,No
29,Travel_Rarely,Research & Development,8,1,2,Male,2,Manufacturing Director,4,Married,5056,1,Yes,10,1,Y,80,1150,1,No
38,Travel_Rarely,Human Resources,1,3,3,Male,1,Human Resources,3,Married,2844,1,No,7,1,Y,80,1152,1,No
28,Travel_Frequently,Research & Development,6,3,3,Male,1,Research Scientist,3,Divorced,2703,1,Yes,3,1,Y,80,1154,1,No
18,Non-Travel,Research & Development,8,1,3,Male,1,Laboratory Technician,3,Single,1904,1,No,0,1,Y,80,1156,0,Yes
33,Travel_Rarely,Sales,9,4,1,Female,2,Sales Executive,1,Single,8224,0,Yes,5,1,Y,80,1157,0,Yes
41,Travel_Rarely,Research & Development,12,4,2,Male,1,Laboratory Technician,4,Married,4766,3,Yes,1,1,Y,80,1158,1,No
31,Travel_Frequently,Research & Development,15,3,3,Male,1,Laboratory Technician,3,Married,2610,1,No,2,1,Y,80,1160,1,Yes
37,Travel_Rarely,Research & Development,25,2,3,Female,2,Healthcare Representative,4,Divorced,5731,7,No,6,1,Y,80,1161,2,No
27,Travel_Rarely,Research & Development,6,3,4,Male,1,Research Scientist,3,Married,2539,1,No,4,1,Y,80,1162,1,No
34,Travel_Rarely,Sales,9,1,2,Female,2,Sales Executive,3,Married,5714,1,No,6,1,Y,80,1163,0,No
35,Travel_Rarely,Human Resources,8,4,3,Male,1,Human Resources,3,Single,4323,1,No,5,1,Y,80,1164,0,No
29,Travel_Rarely,Sales,23,1,4,Female,3,Sales Executive,1,Married,7336,1,No,11,1,Y,80,1165,1,Yes
40,Travel_Frequently,Research & Development,9,4,2,Female,3,Research Director,3,Single,13499,9,No,18,1,Y,80,1166,0,No
42,Travel_Frequently,Sales,12,3,3,Male,4,Sales Executive,1,Single,13758,0,Yes,21,1,Y,80,1167,0,Yes
42,Travel_Rarely,Sales,4,4,2,Male,2,Sales Executive,1,Single,5155,7,No,6,1,Y,80,1171,0,No
35,Travel_Rarely,Research & Development,1,4,4,Male,1,Laboratory Technician,3,Married,2258,6,No,8,1,Y,80,1172,1,No
24,Travel_Rarely,Research & Development,24,3,4,Male,1,Laboratory Technician,2,Single,3597,8,No,4,1,Y,80,1173,0,No
28,Travel_Rarely,Research & Development,12,1,3,Female,1,Laboratory Technician,4,Married,2515,1,Yes,1,1,Y,80,1175,0,Yes
26,Travel_Rarely,Research & Development,3,4,1,Male,1,Laboratory Technician,4,Married,4420,1,No,8,1,Y,80,1177,1,No
30,Travel_Rarely,Sales,10,3,3,Male,2,Sales Executive,3,Married,6578,1,No,10,1,Y,80,1179,1,No
40,Travel_Frequently,Research & Development,26,2,3,Female,2,Research Scientist,4,Married,4422,3,Yes,1,1,Y,80,1180,1,No
35,Travel_Rarely,Research & Development,2,3,3,Male,3,Manufacturing Director,2,Divorced,10274,2,No,7,1,Y,80,1182,1,No
34,Travel_Frequently,Research & Development,1,3,4,Male,2,Healthcare Representative,1,Single,5343,0,No,13,1,Y,80,1184,0,No
35,Travel_Frequently,Research & Development,4,4,4,Male,1,Laboratory Technician,4,Married,2376,1,No,2,1,Y,80,1185,1,No
43,Travel_Rarely,Sales,9,3,1,Female,2,Sales Executive,3,Single,5346,8,No,4,1,Y,80,1188,0,Yes
32,Non-Travel,Sales,2,1,3,Female,1,Sales Representative,1,Divorced,2827,1,No,1,1,Y,80,1190,3,No
56,Travel_Rarely,Research & Development,4,4,4,Female,5,Manager,1,Divorced,19943,4,No,5,1,Y,80,1191,1,No
29,Travel_Rarely,Research & Development,6,1,2,Female,1,Laboratory Technician,4,Married,3131,1,No,10,1,Y,80,1192,1,No
19,Travel_Rarely,Research & Development,9,2,3,Male,1,Research Scientist,1,Single,2552,1,No,1,1,Y,80,1193,0,No
45,Travel_Rarely,Research & Development,7,3,1,Female,1,Research Scientist,3,Married,4477,4,Yes,3,1,Y,80,1195,1,No
37,Travel_Rarely,Research & Development,1,3,4,Female,2,Manufacturing Director,4,Married,6474,1,No,14,1,Y,80,1196,1,No
20,Travel_Rarely,Research & Development,3,3,1,Male,1,Laboratory Technician,3,Single,3033,1,No,2,1,Y,80,1198,0,No
44,Travel_Rarely,Research & Development,10,4,3,Male,1,Research Scientist,3,Single,2936,1,Yes,6,1,Y,80,1200,0,Yes
53,Travel_Rarely,Research & Development,7,2,4,Female,5,Manager,3,Divorced,18606,3,No,7,1,Y,80,1201,1,No
29,Travel_Rarely,Research & Development,15,1,2,Female,1,Research Scientist,4,Married,2168,0,Yes,5,1,Y,80,1202,1,No
22,Travel_Frequently,Research & Development,3,4,3,Male,1,Research Scientist,4,Married,2853,0,Yes,0,1,Y,80,1203,1,Yes
46,Travel_Rarely,Sales,2,3,3,Female,4,Manager,1,Married,17048,8,No,26,1,Y,80,1204,0,No
44,Non-Travel,Research & Development,17,3,4,Male,1,Research Scientist,3,Single,2290,2,No,0,1,Y,80,1206,0,No
33,Travel_Rarely,Human Resources,2,3,2,Male,1,Human Resources,3,Married,3600,1,No,5,1,Y,80,1207,1,No
41,Non-Travel,Research & Development,5,2,1,Male,1,Research Scientist,1,Divorced,2107,6,No,1,1,Y,80,1210,1,Yes
30,Travel_Rarely,Sales,29,4,3,Male,2,Sales Executive,1,Divorced,4115,8,No,4,1,Y,80,1211,3,No
40,Travel_Frequently,Sales,2,4,2,Male,2,Sales Executive,2,Married,4327,5,No,0,1,Y,80,1212,3,No
50,Travel_Frequently,Research & Development,2,3,4,Female,4,Manager,1,Married,17856,2,No,2,1,Y,80,1215,1,No
28,Travel_Rarely,Research & Development,19,4,4,Male,1,Laboratory Technician,1,Married,3196,1,No,6,1,Y,80,1216,3,No
46,Travel_Rarely,Research & Development,15,2,4,Male,5,Research Director,2,Married,19081,5,No,4,1,Y,80,1217,1,No
35,Travel_Rarely,Sales,17,4,3,Male,2,Sales Executive,1,Married,8966,3,Yes,7,1,Y,80,1218,3,No
24,Travel_Rarely,Research & Development,17,2,4,Female,1,Laboratory Technician,2,Married,2210,1,No,1,1,Y,80,1219,1,Yes
33,Travel_Frequently,Sales,25,3,2,Female,2,Sales Executive,3,Married,4539,1,No,10,1,Y,80,1220,1,No
